nascent,emerging,expanding,optimising,mature
No,n/a,n/a,n/a,n/a
Not yet fully operational.,Templates are offered to facilitate selected elements of the Impact Management lifecycle.,We are actively creating standardised collateral to be integrated by other units.,Our collateral supports and empowers teams.,We have instituted a specific sub-capability which supports effective utilisation of Impact Management collateral.
