Dimension,Nascent,Emerging,Expanding,Optimising,Mature,level,max,max_column,idx
IMF,1,0,1,2,2,3.25,3.0,Expanding,1
Tools & Templates,2,0,0,1,2,3.3333333333333335,3.0,Expanding,2
Evaulation,1,0,0,0,1,3.0,3.0,Expanding,3
"Research, Knowledge,
& Insights",1,0,0,0,0,1.0,1.0,Nascent,4
Total,5,0,1,3,5,2.7666666666666666,3.0,Expanding,5
